id,filing_id,seq,description,doc_name,doc_link,doc_type,size,update_ts
1391,531,0,"Complete submission text file",0000950009-95-000393.txt,/Archives/edgar/data/20164/0000950009-95-000393.txt, ,3438,"2021-05-23 17:53:06"
1444,554,0,"Complete submission text file",0000950009-95-000430.txt,/Archives/edgar/data/20164/0000950009-95-000430.txt, ,3448,"2021-05-23 17:53:27"
2091,772,1,NULL,c55125_424b5.htm,/Archives/edgar/data/20947/000093041308006652/c55125_424b5.htm,424B5,309472,"2021-05-23 17:57:05"
2093,772,0,"Complete submission text file",0000930413-08-006652.txt,/Archives/edgar/data/20947/000093041308006652/0000930413-08-006652.txt, ,321116,"2021-05-23 17:57:05"
4142,997,1,NULL,primary_doc.html,/Archives/edgar/data/20947/999999999506002112/xslEFFECTX01/primary_doc.xml,EFFECT,0,"2021-05-23 18:00:56"
4146,997,0,"Complete submission text file",9999999995-06-002112.txt,/Archives/edgar/data/20947/999999999506002112/9999999995-06-002112.txt, ,2022,"2021-05-23 18:00:56"
4492,1076,1,"PARTNERS FIRST CREDIT CARD MASTER TRUST",0001.txt,/Archives/edgar/data/36604/000095016800002488/0000950168-00-002488-0001.txt,8-K,3728,"2021-05-23 18:02:04"
4493,1076,2,"MONTHLY SERVICER'S CERTIFICATE",0002.txt,/Archives/edgar/data/36604/000095016800002488/0000950168-00-002488-0002.txt,EX-20,78247,"2021-05-23 18:02:04"
4494,1076,0,"Complete submission text file",0000950168-00-002488.txt,/Archives/edgar/data/36604/000095016800002488/0000950168-00-002488.txt, ,84556,"2021-05-23 18:02:04"
7699,1685,1,"MELLON BANK, N.A.              8-K",j1504501e8vk.htm,/Archives/edgar/data/216543/000095015205005941/j1504501e8vk.htm,8-K,16237,"2021-05-23 18:12:16"
7700,1685,2,EX-20,j1504501exv20.htm,/Archives/edgar/data/216543/000095015205005941/j1504501exv20.htm,EX-20,238235,"2021-05-23 18:12:16"
7701,1685,0,"Complete submission text file",0000950152-05-005941.txt,/Archives/edgar/data/216543/000095015205005941/0000950152-05-005941.txt, ,257927,"2021-05-23 18:12:16"
8364,1936,0,"Complete submission text file",0000314643-97-000036.txt,/Archives/edgar/data/314643/0000314643-97-000036.txt, ,16460,"2021-05-23 18:16:29"
8614,2055,0,"Complete submission text file",0000314643-98-000002.txt,/Archives/edgar/data/314643/0000314643-98-000002.txt, ,15896,"2021-05-23 18:18:19"
9002,2236,0,"Complete submission text file",0000314643-98-000206.txt,/Archives/edgar/data/314643/0000314643-98-000206.txt, ,37128,"2021-05-23 18:21:19"
9035,2251,0,"Complete submission text file",0000314643-98-000224.txt,/Archives/edgar/data/314643/0000314643-98-000224.txt, ,16034,"2021-05-23 18:21:36"
9393,2404,1,NULL,a71116_abs15g.htm,/Archives/edgar/data/314643/000092963817000834/a71116_abs15g.htm,ABS-15G,16682,"2021-05-23 18:24:12"
9394,2404,2,"DISCLOSURE REQUIRED BY RULE 15GA-1",exhibit99-1.htm,/Archives/edgar/data/314643/000092963817000834/exhibit99-1.htm,EX-99.1,6686077,"2021-05-23 18:24:12"
9395,2404,0,"Complete submission text file",0000929638-17-000834.txt,/Archives/edgar/data/314643/000092963817000834/0000929638-17-000834.txt, ,6704337,"2021-05-23 18:24:12"
9509,2455,1,"WASHINGTON MUTUAL 2001-7 424B5",a29954.txt,/Archives/edgar/data/314643/000095011701500650/a29954.txt,424B5,1022394,"2021-05-23 18:24:57"
9510,2455,0,"Complete submission text file",0000950117-01-500650.txt,/Archives/edgar/data/314643/000095011701500650/0000950117-01-500650.txt, ,1024637,"2021-05-23 18:24:57"
10174,2722,1,"WAMU 2004-RS1 BLOOMBERG",a37145.txt,/Archives/edgar/data/314643/000095011704000773/a37145.txt,8-K,3118,"2021-05-23 18:29:30"
10175,2722,3,"EXHIBIT 99.1",ex99-1.txt,/Archives/edgar/data/314643/000095011704000773/ex99-1.txt,EX-99,99361,"2021-05-23 18:29:30"
10176,2722,0,"Complete submission text file",0000950117-04-000773.txt,/Archives/edgar/data/314643/000095011704000773/0000950117-04-000773.txt, ,104431,"2021-05-23 18:29:30"
10408,2819,1,424B5,b323064_424b5.txt,/Archives/edgar/data/314643/000112528203002032/b323064_424b5.txt,424B5,812158,"2021-05-23 18:31:09"
10409,2819,0,"Complete submission text file",0001125282-03-002032.txt,/Archives/edgar/data/314643/000112528203002032/0001125282-03-002032.txt, ,814407,"2021-05-23 18:31:09"
10887,2943,1,NULL,form8ktermsheet2_20052.htm,/Archives/edgar/data/314643/000127727705000162/form8ktermsheet2_20052.htm,8-K,6274,"2021-05-23 18:33:10"
10888,2943,2,NULL,exh991to8ktermsheet_2.htm,/Archives/edgar/data/314643/000127727705000162/exh991to8ktermsheet_2.htm,EX-99.1,3988761,"2021-05-23 18:33:10"
10889,2943,3,NULL,exh992to8ktermsheet_2.htm,/Archives/edgar/data/314643/000127727705000162/exh992to8ktermsheet_2.htm,EX-99.2,3500665,"2021-05-23 18:33:10"
10890,2943,4,NULL,exh993to8ktermsheet_2.htm,/Archives/edgar/data/314643/000127727705000162/exh993to8ktermsheet_2.htm,EX-99.3,54983,"2021-05-23 18:33:10"
10891,2943,5,NULL,exh994to8ktermsheet_2.htm,/Archives/edgar/data/314643/000127727705000162/exh994to8ktermsheet_2.htm,EX-99.4,42261,"2021-05-23 18:33:10"
10892,2943,0,"Complete submission text file",0001277277-05-000162.txt,/Archives/edgar/data/314643/000127727705000162/0001277277-05-000162.txt, ,7595195,"2021-05-23 18:33:10"
11247,3028,1,NULL,form8kintex1_ar12.htm,/Archives/edgar/data/314643/000127727705000693/form8kintex1_ar12.htm,8-K,7253,"2021-05-23 18:34:32"
11248,3028,2,NULL,exh991to8kintex1_ar12.htm,/Archives/edgar/data/314643/000127727705000693/exh991to8kintex1_ar12.htm,EX-99.1,3533213,"2021-05-23 18:34:32"
11249,3028,3,NULL,exh992to8kintex1_ar12.htm,/Archives/edgar/data/314643/000127727705000693/exh992to8kintex1_ar12.htm,EX-99.2,8454,"2021-05-23 18:34:32"
11250,3028,0,"Complete submission text file",0001277277-05-000693.txt,/Archives/edgar/data/314643/000127727705000693/0001277277-05-000693.txt, ,3550677,"2021-05-23 18:34:32"
11725,3173,1,"MOOG INC CL B",moogfour.txt,/Archives/edgar/data/67887/000031690505000003/moogfour.txt,"SC 13G",3832,"2021-05-23 18:36:56"
11726,3173,0,"Complete submission text file",0000316905-05-000003.txt,/Archives/edgar/data/67887/000031690505000003/0000316905-05-000003.txt, ,6010,"2021-05-23 18:36:56"
11828,3195,1,"AMENDMENT NO. 1",te_10q-a.txt,/Archives/edgar/data/352049/000035204903000003/te_10q-a.txt,10-Q/A,57140,"2021-05-23 18:37:15"
11829,3195,3,"EXHIBIT 31.1",te_exh31-1.txt,/Archives/edgar/data/352049/000035204903000003/te_exh31-1.txt,EX-99,3417,"2021-05-23 18:37:15"
11830,3195,4,"EXHIBIT 31.2",te_exh31-2.txt,/Archives/edgar/data/352049/000035204903000003/te_exh31-2.txt,EX-32,3432,"2021-05-23 18:37:15"
11831,3195,5,"EXHIBIT 32.1",te_exh32-1.txt,/Archives/edgar/data/352049/000035204903000003/te_exh32-1.txt,EX-99,1764,"2021-05-23 18:37:15"
11832,3195,0,"Complete submission text file",0000352049-03-000003.txt,/Archives/edgar/data/352049/000035204903000003/0000352049-03-000003.txt, ,67447,"2021-05-23 18:37:15"
11949,3231,0,"Complete submission text file",0000774197-97-000028.txt,/Archives/edgar/data/20947/0000774197-97-000028.txt, ,114998,"2021-05-23 18:37:53"
12924,3346,1,"FORM 8K (FE, OE,CEI,TE)",main8k.htm,/Archives/edgar/data/20947/000103129605000159/main8k.htm,8-K,35870,"2021-05-23 18:39:50"
12925,3346,2,"EXHIBIT 99.1 PRESS RELEASE ISSUED BY FIRSTENERGY CORP., DATED MAY 18, 2005",ex99_1.htm,/Archives/edgar/data/20947/000103129605000159/ex99_1.htm,EX-99.1,11741,"2021-05-23 18:39:50"
12926,3346,3,"EXHIBIT 99.2 LETTER TO THE INVESTMENT COMMUNITY, DATED MAY 18, 2005",ex99_2.htm,/Archives/edgar/data/20947/000103129605000159/ex99_2.htm,EX-99.2,19265,"2021-05-23 18:39:50"
12927,3346,0,"Complete submission text file",0001031296-05-000159.txt,/Archives/edgar/data/20947/000103129605000159/0001031296-05-000159.txt, ,69837,"2021-05-23 18:39:50"
15029,3796,1,NULL,efc6-0663_emailformfwp.txt,/Archives/edgar/data/762153/000090514806001642/efc6-0663_emailformfwp.txt,FWP,428960,"2021-05-23 18:47:13"
15030,3796,0,"Complete submission text file",0000905148-06-001642.txt,/Archives/edgar/data/762153/000090514806001642/0000905148-06-001642.txt, ,432324,"2021-05-23 18:47:13"
15309,3901,1,"POST EFFECTIVE AMENDMENT NO. 2",mo609037_s-3amend2.txt,/Archives/edgar/data/762153/000091412102000329/mo609037_s-3amend2.txt,"POS AM",1541076,"2021-05-23 18:49:05"
15310,3901,0,"Complete submission text file",0000914121-02-000329.txt,/Archives/edgar/data/762153/000091412102000329/0000914121-02-000329.txt, ,1542724,"2021-05-23 18:49:05"
15874,4090,1,"DEFINITIVE MATERIALS",file001.htm,/Archives/edgar/data/762153/000095013604002847/file001.htm,424B5,1099795,"2021-05-23 18:52:09"
15875,4090,0,"Complete submission text file",0000950136-04-002847.txt,/Archives/edgar/data/762153/000095013604002847/0000950136-04-002847.txt, ,1102054,"2021-05-23 18:52:09"
15939,4116,1,"FORM 424B5",file001.htm,/Archives/edgar/data/762153/000095013605008327/file001.htm,424B5,1079970,"2021-05-23 18:52:32"
15940,4116,0,"Complete submission text file",0000950136-05-008327.txt,/Archives/edgar/data/762153/000095013605008327/0000950136-05-008327.txt, ,1082284,"2021-05-23 18:52:32"
16231,4236,0,"Complete submission text file",0001013255-98-000285.txt,/Archives/edgar/data/762153/0001013255-98-000285.txt, ,92977,"2021-05-23 18:54:30"
17339,4494,0,"Complete submission text file",0000774352-95-000053.txt,/Archives/edgar/data/774352/0000774352-95-000053.txt, ,8648,"2021-05-23 18:58:47"
18046,4794,0,"Complete submission text file",0000774352-98-000012.txt,/Archives/edgar/data/774352/0000774352-98-000012.txt, ,43107,"2021-05-23 19:03:45"
18232,4875,0,"Complete submission text file",0000774352-98-000169.txt,/Archives/edgar/data/774352/0000774352-98-000169.txt, ,4789542,"2021-05-23 19:05:06"
19375,5336,1,"RESIDENTIAL FUNDING MORTGAGE SECURITIES I INC",d325401.txt,/Archives/edgar/data/774352/000088237705001076/d325401.txt,424B5,86192,"2021-05-23 19:12:44"
19376,5336,0,"Complete submission text file",0000882377-05-001076.txt,/Archives/edgar/data/774352/000088237705001076/0000882377-05-001076.txt, ,87768,"2021-05-23 19:12:44"
19449,5371,0,"Complete submission text file",0000889812-97-001257.txt,/Archives/edgar/data/774352/0000889812-97-001257.txt, ,760506,"2021-05-23 19:13:21"
19620,5449,1,"TERM SHEET",e29516fwp.txt,/Archives/edgar/data/774352/000089109207005364/e29516fwp.txt,FWP,539942,"2021-05-23 19:14:40"
19621,5449,0,"Complete submission text file",0000891092-07-005364.txt,/Archives/edgar/data/774352/000089109207005364/0000891092-07-005364.txt, ,542070,"2021-05-23 19:14:40"
19642,5460,1,FWP,e29755fwp.txt,/Archives/edgar/data/774352/000089109208000103/e29755fwp.txt,FWP,1283576,"2021-05-23 19:14:56"
19643,5460,0,"Complete submission text file",0000891092-08-000103.txt,/Archives/edgar/data/774352/000089109208000103/0000891092-08-000103.txt, ,1285557,"2021-05-23 19:14:56"
19767,5519,0,"Complete submission text file",0000950109-96-005246.txt,/Archives/edgar/data/774352/0000950109-96-005246.txt, ,1821257,"2021-05-23 19:15:56"
20027,5646,1,"DEFINITIVE MATERIALS",file001.txt,/Archives/edgar/data/774352/000095013602002173/file001.txt,424B5,854772,"2021-05-23 19:18:00"
20028,5646,0,"Complete submission text file",0000950136-02-002173.txt,/Archives/edgar/data/774352/000095013602002173/0000950136-02-002173.txt, ,856387,"2021-05-23 19:18:00"
21275,6017,0,"Complete submission text file",0000776734-96-000047.txt,/Archives/edgar/data/789951/0000776734-96-000047.txt, ,82035,"2021-05-23 19:24:01"
23129,6154,0,"Complete submission text file",0000889812-98-002333.txt,/Archives/edgar/data/792428/0000889812-98-002333.txt, ,707556,"2021-05-23 19:26:20"
23169,6174,0,"Complete submission text file",0000889812-99-003519.txt,/Archives/edgar/data/792428/000088981299003519/0000889812-99-003519.txt, ,579081,"2021-05-23 19:26:40"
24182,6464,1,NULL,asset-s3_042202.txt,/Archives/edgar/data/797510/000089968102000125/asset-s3_042202.txt,S-3,3616266,"2021-05-23 19:31:33"
24183,6464,3,"EXHIBIT 5.1",asset-ex51_042202.txt,/Archives/edgar/data/797510/000089968102000125/asset-ex51_042202.txt,EX-5,7436,"2021-05-23 19:31:33"
24184,6464,4,"EXHIBIT 5.1.2",asset-ex512_042202.txt,/Archives/edgar/data/797510/000089968102000125/asset-ex512_042202.txt,EX-5,4266,"2021-05-23 19:31:33"
24185,6464,5,"EXHIBIT 8.1.2",asset-ex812_042202.txt,/Archives/edgar/data/797510/000089968102000125/asset-ex812_042202.txt,EX-8,5017,"2021-05-23 19:31:33"
24186,6464,0,"Complete submission text file",0000899681-02-000125.txt,/Archives/edgar/data/797510/000089968102000125/0000899681-02-000125.txt, ,3634766,"2021-05-23 19:31:33"
24583,6586,1,NULL,0001.txt,/Archives/edgar/data/797510/000101325501000122/0001013255-01-000122-0001.txt,10-K,1690,"2021-05-23 19:33:33"
24584,6586,0,"Complete submission text file",0001013255-01-000122.txt,/Archives/edgar/data/797510/000101325501000122/0001013255-01-000122.txt, ,3131,"2021-05-23 19:33:33"
25701,6680,1,"FORM 8-K",m42899form8k.htm,/Archives/edgar/data/797510/000116231804000631/m42899form8k.htm,8-K,19036,"2021-05-23 19:35:10"
25730,6680,30,"EXHIBIT 99.1 COMPUTATIONAL MATERIALS",absc04he8termsheetfinal.htm,/Archives/edgar/data/797510/000116231804000631/absc04he8termsheetfinal.htm,EX-99,2416867,"2021-05-23 19:35:11"
25731,6680,0,"Complete submission text file",0001162318-04-000631.txt,/Archives/edgar/data/797510/000116231804000631/0001162318-04-000631.txt, ,2563792,"2021-05-23 19:35:11"
25769,6684,1,"FORM 8-K",m45156form8k.htm,/Archives/edgar/data/797510/000116231804000734/m45156form8k.htm,8-K,18381,"2021-05-23 19:35:12"
25770,6684,2,"EXHIBIT 99.1 SERIES TERM SHEET",fmic20045termsheetfinal.htm,/Archives/edgar/data/797510/000116231804000734/fmic20045termsheetfinal.htm,EX-99,2276530,"2021-05-23 19:35:12"
25776,6684,0,"Complete submission text file",0001162318-04-000734.txt,/Archives/edgar/data/797510/000116231804000734/0001162318-04-000734.txt, ,2517921,"2021-05-23 19:35:12"
26157,6726,1,"CURRENT REPORT",m306form8k.htm,/Archives/edgar/data/797510/000116231805000630/m306form8k.htm,8-K,14718,"2021-05-23 19:35:51"
26158,6726,2,"CONSENT OF PRICEWATERHOUSECOOPERS",m306ex231.htm,/Archives/edgar/data/797510/000116231805000630/m306ex231.htm,EX-23.1,1916,"2021-05-23 19:35:51"
26159,6726,3,"FINANCIAL STATEMENTS OF CIFG",exhibit991.htm,/Archives/edgar/data/797510/000116231805000630/exhibit991.htm,EX-99.1,304850,"2021-05-23 19:35:51"
26160,6726,4,"CONSLIDATED FINANCIAL STATEMENTS OF CIFG",exhibit992.htm,/Archives/edgar/data/797510/000116231805000630/exhibit992.htm,EX-99.2,294192,"2021-05-23 19:35:51"
26161,6726,5,"INTERIM FINANCIAL STATEMENTS OF CIFG",exhibit993.htm,/Archives/edgar/data/797510/000116231805000630/exhibit993.htm,EX-99.3,101310,"2021-05-23 19:35:51"
26162,6726,0,"Complete submission text file",0001162318-05-000630.txt,/Archives/edgar/data/797510/000116231805000630/0001162318-05-000630.txt, ,718524,"2021-05-23 19:35:51"
26572,6802,0,"Complete submission text file",0000785818-97-000003.txt,/Archives/edgar/data/785818/0000785818-97-000003.txt, ,107111,"2021-05-23 19:37:09"
27066,6959,1,NULL,filename1.pdf,/Archives/edgar/data/802106/000000000010063110/filename1.pdf,LETTER,54796,"2021-05-23 19:39:46"
27067,6959,0,"Complete submission text file",0000000000-10-063110.txt,/Archives/edgar/data/802106/000000000010063110/0000000000-10-063110.txt, ,76750,"2021-05-23 19:39:46"
27422,7079,1,"PROSPECTUS SUPPLEMENT",e16497_424b3.txt,/Archives/edgar/data/802106/000089109203003767/e16497_424b3.txt,424B5,1134816,"2021-05-23 19:41:46"
27423,7079,0,"Complete submission text file",0000891092-03-003767.txt,/Archives/edgar/data/802106/000089109203003767/0000891092-03-003767.txt, ,1137015,"2021-05-23 19:41:46"
27546,7141,1,"FORM 424B5",e25444_424b5.txt,/Archives/edgar/data/802106/000089109206003344/e25444_424b5.txt,424B5,1600167,"2021-05-23 19:42:45"
27547,7141,0,"Complete submission text file",0000891092-06-003344.txt,/Archives/edgar/data/802106/000089109206003344/0000891092-06-003344.txt, ,1603001,"2021-05-23 19:42:45"
28112,7278,1,"FORM 424B5",efc1-1092_5020654form424b5.txt,/Archives/edgar/data/802106/000090514801501696/efc1-1092_5020654form424b5.txt,424B5,2467,"2021-05-23 19:44:52"
28113,7278,0,"Complete submission text file",0000905148-01-501696.txt,/Archives/edgar/data/802106/000090514801501696/0000905148-01-501696.txt, ,4136,"2021-05-23 19:44:52"
28200,7312,1,NULL,efc2-0535_5194240fm8k.txt,/Archives/edgar/data/802106/000090514802001278/efc2-0535_5194240fm8k.txt,8-K,4215,"2021-05-23 19:45:29"
28201,7312,3,NULL,efc2-0535_5145780ex991.txt,/Archives/edgar/data/802106/000090514802001278/efc2-0535_5145780ex991.txt,EX-99.1,604787,"2021-05-23 19:45:29"
28202,7312,0,"Complete submission text file",0000905148-02-001278.txt,/Archives/edgar/data/802106/000090514802001278/0000905148-02-001278.txt, ,610860,"2021-05-23 19:45:29"
29461,7824,0,"Complete submission text file",0001019965-99-000157.txt,/Archives/edgar/data/802106/0001019965-99-000157.txt, ,11194,"2021-05-23 19:54:02"
29582,7878,1,FWP,a2178243zfwp.txt,/Archives/edgar/data/802106/000104746907004860/a2178243zfwp.txt,FWP,487357,"2021-05-23 19:55:00"
29583,7878,0,"Complete submission text file",0001047469-07-004860.txt,/Archives/edgar/data/802106/000104746907004860/0001047469-07-004860.txt, ,489865,"2021-05-23 19:55:00"
30501,8003,1,"FORM 8-K",m3117form8k.htm,/Archives/edgar/data/802106/000116231802000117/m3117form8k.htm,8-K,16142,"2021-05-23 19:57:01"
30502,8003,4,"EXHIBITS-EXHIBIT 99.1 POOLING AND SERVICING AGREEMENT",m3033.htm,/Archives/edgar/data/802106/000116231802000117/m3033.htm,EX-99,462061,"2021-05-23 19:57:01"
30503,8003,5,"EXHIBIT 99.1 POOLING AND SERVICING AGREEMENT",m2409.htm,/Archives/edgar/data/802106/000116231802000117/m2409.htm,EX-99,845950,"2021-05-23 19:57:01"
30504,8003,0,"Complete submission text file",0001162318-02-000117.txt,/Archives/edgar/data/802106/000116231802000117/0001162318-02-000117.txt, ,1326194,"2021-05-23 19:57:01"
30855,8055,1,"FORM 8-K",form8k.htm,/Archives/edgar/data/802106/000116231803000078/form8k.htm,8-K,15521,"2021-05-23 19:57:47"
30856,8055,3,"EXHIBIT 99.1 PART 1",compmats.htm,/Archives/edgar/data/802106/000116231803000078/compmats.htm,EX-99,546849,"2021-05-23 19:57:47"
30857,8055,4,"EXHIBIT 99.1 PART 2",compmats2.htm,/Archives/edgar/data/802106/000116231803000078/compmats2.htm,EX-99,235489,"2021-05-23 19:57:47"
30858,8055,0,"Complete submission text file",0001162318-03-000078.txt,/Archives/edgar/data/802106/000116231803000078/0001162318-03-000078.txt, ,799843,"2021-05-23 19:57:47"
32856,8207,1,"FORM 8-K",f336792.htm,/Archives/edgar/data/802106/000116231804000296/f336792.htm,8-K,17877,"2021-05-23 20:00:46"
32857,8207,2,"EXHIBIT 99.1",heat20044compmatsa3py.htm,/Archives/edgar/data/802106/000116231804000296/heat20044compmatsa3py.htm,EX-99,12342,"2021-05-23 20:00:46"
32859,8207,4,"EXHIBIT 99.1",heat20044compmatskbcstresses.htm,/Archives/edgar/data/802106/000116231804000296/heat20044compmatskbcstresses.htm,EX-99,23815,"2021-05-23 20:00:46"
32867,8207,9,"EXHIBIT 99.1",heat20044compmatspimco.htm,/Archives/edgar/data/802106/000116231804000296/heat20044compmatspimco.htm,EX-99,9525,"2021-05-23 20:00:46"
32871,8207,11,"EXHIBIT 99.1",heat20044compmatsubs.htm,/Archives/edgar/data/802106/000116231804000296/heat20044compmatsubs.htm,EX-99,12346,"2021-05-23 20:00:46"
32875,8207,0,"Complete submission text file",0001162318-04-000296.txt,/Archives/edgar/data/802106/000116231804000296/0001162318-04-000296.txt, ,387825,"2021-05-23 20:00:46"
33369,8243,1,"FORM 8-K",m39219form8k.htm,/Archives/edgar/data/802106/000116231804000489/m39219form8k.htm,8-K,15456,"2021-05-23 20:01:54"
33370,8243,2,"EXHIBIT 99.1 COMPUTATIONAL MATERIALS",csfb046g1c.htm,/Archives/edgar/data/802106/000116231804000489/csfb046g1c.htm,EX-99,12208,"2021-05-23 20:01:54"
33371,8243,3,"EXHIBIT 99.1 COMPUTATIONAL MATERIALS",csfb046g2c.htm,/Archives/edgar/data/802106/000116231804000489/csfb046g2c.htm,EX-99,12912,"2021-05-23 20:01:54"
33372,8243,4,"EXHIBIT 99.1 COMPUTATIONAL MATERIALS",csfb046g3c.htm,/Archives/edgar/data/802106/000116231804000489/csfb046g3c.htm,EX-99,13129,"2021-05-23 20:01:54"
33376,8243,0,"Complete submission text file",0001162318-04-000489.txt,/Archives/edgar/data/802106/000116231804000489/0001162318-04-000489.txt, ,70293,"2021-05-23 20:01:54"
34443,8321,1,NULL,form8k.htm,/Archives/edgar/data/802106/000116231805000344/form8k.htm,8-K,20512,"2021-05-23 20:04:00"
34457,8321,0,"Complete submission text file",0001162318-05-000344.txt,/Archives/edgar/data/802106/000116231805000344/0001162318-05-000344.txt, ,22242,"2021-05-23 20:04:00"
37502,8685,1,"AUTO-GENERATED PAPER DOCUMENT",9999999997-03-045031.paper,/Archives/edgar/data/802106/999999999703045031/9999999997-03-045031.paper,SE,150,"2021-05-23 20:10:49"
37503,8685,0,"Scanned paper document",scanned.pdf,/Archives/edgar/vprr/0304/03040631.pdf, ,228700,"2021-05-23 20:10:49"
39751,9094,1,"CURRENT REPORT",go736593-8k.txt,/Archives/edgar/data/807641/000091412103001369/go736593-8k.txt,8-K,5707,"2021-05-23 20:17:31"
39752,9094,3,"TERM SHEETS",go736593-ex99_1.txt,/Archives/edgar/data/807641/000091412103001369/go736593-ex99_1.txt,EX-99.1,135200,"2021-05-23 20:17:31"
39753,9094,4,"TERM SHEETS",go736593-ex99_2.txt,/Archives/edgar/data/807641/000091412103001369/go736593-ex99_2.txt,EX-99.2,10650,"2021-05-23 20:17:31"
39754,9094,0,"Complete submission text file",0000914121-03-001369.txt,/Archives/edgar/data/807641/000091412103001369/0000914121-03-001369.txt, ,153280,"2021-05-23 20:17:31"
40027,9148,1,"CURRENT REPORT",gs778669-8k.txt,/Archives/edgar/data/807641/000091412104001188/gs778669-8k.txt,8-K,7149,"2021-05-23 20:18:27"
40029,9148,2,"STRUCTURAL TERM SHEETS AND COLLATERAL TERM SHEETS",gs778669-ex99_1.txt,/Archives/edgar/data/807641/000091412104001188/gs778669-ex99_1.txt,EX-99.1,234583,"2021-05-23 20:18:27"
40030,9148,3,"COMPUTATIONAL MATERIALS",gs778669-ex99_2.txt,/Archives/edgar/data/807641/000091412104001188/gs778669-ex99_2.txt,EX-99.2,145,"2021-05-23 20:18:27"
40033,9148,4,"COMPUTATIONAL MATERIALS",gs778669-ex99_3.txt,/Archives/edgar/data/807641/000091412104001188/gs778669-ex99_3.txt,EX-99.3,28340,"2021-05-23 20:18:27"
40034,9148,0,"Complete submission text file",0000914121-04-001188.txt,/Archives/edgar/data/807641/000091412104001188/0000914121-04-001188.txt, ,272121,"2021-05-23 20:18:27"
41514,9615,1,424B5,b413283_424b.txt,/Archives/edgar/data/807641/000112528206002867/b413283_424b.txt,424B5,1306201,"2021-05-23 20:26:11"
41515,9615,0,"Complete submission text file",0001125282-06-002867.txt,/Archives/edgar/data/807641/000112528206002867/0001125282-06-002867.txt, ,1308235,"2021-05-23 20:26:11"
41534,9625,1,"FORM 424B5",b415063_424b5.txt,/Archives/edgar/data/807641/000112528206006034/b415063_424b5.txt,424B5,1551933,"2021-05-23 20:26:26"
41535,9625,0,"Complete submission text file",0001125282-06-006034.txt,/Archives/edgar/data/807641/000112528206006034/0001125282-06-006034.txt, ,1554085,"2021-05-23 20:26:26"
42292,9848,1,"FORM 8-K",form8k.htm,/Archives/edgar/data/807641/000116231805000817/form8k.htm,8-K,26126,"2021-05-23 20:30:05"
42293,9848,0,"Complete submission text file",0001162318-05-000817.txt,/Archives/edgar/data/807641/000116231805000817/0001162318-05-000817.txt, ,27505,"2021-05-23 20:30:05"
42535,9886,1,"ASSET-BACKED SECURITIZER REPORT",efc21-464_abs15g.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_abs15g.htm,ABS-15G,15158,"2021-05-23 20:30:44"
42538,9886,2,"SCHEDULE 1 - FORM ABS DUE DILIGENCE-15E",efc21-464_ex991s1.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex991s1.htm,EX-99.1,321502,"2021-05-23 20:30:44"
42539,9886,3,"SCHEDULE 2 - RATING AGENCY GRADES",efc21-464_ex991s2.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex991s2.htm,EX-99.1,976720,"2021-05-23 20:30:44"
42542,9886,4,"SCHEDULE 3 - EXCEPTION GRADES",efc21-464_ex991s3.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex991s3.htm,EX-99.1,12452687,"2021-05-23 20:30:44"
42543,9886,5,"SCHEDULE 4 - VALUATION REPORT",efc21-464_ex991s4.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex991s4.htm,EX-99.1,1173480,"2021-05-23 20:30:44"
42546,9886,6,"SCHEDULE 5 - SUPPLEMENTAL DATA",efc21-464_ex991s5.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex991s5.htm,EX-99.1,1732783,"2021-05-23 20:30:44"
42547,9886,7,"SCHEDULE 6 - ASF",efc21-464_ex991s6.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex991s6.htm,EX-99.1,1372714,"2021-05-23 20:30:44"
42549,9886,8,"SCHEDULE 7 - DATA COMPARE SUMMARY",efc21-464_ex991s7.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex991s7.htm,EX-99.2,12986,"2021-05-23 20:30:44"
42550,9886,9,"SCHEDULE 1 - EXECUTIVE NARRATIVE",efc21-464_ex992s1.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex992s1.htm,EX-99.2,89611,"2021-05-23 20:30:44"
42551,9886,10,"SCHEDULE 2 - EXCEPTION DETAIL REPORT",efc21-464_ex992s2.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex992s2.htm,EX-99.2,48751,"2021-05-23 20:30:44"
42552,9886,11,"SCHEDULE 3 - EXCEPTION SUPPLEMENTAL REPORT",efc21-464_ex992s3.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex992s3.htm,EX-99.2,39442,"2021-05-23 20:30:44"
42553,9886,12,"SCHEDULE 4 - VALUATION REPORT",efc21-464_ex992s4.htm,/Archives/edgar/data/807641/000138713121000267/efc21-464_ex992s4.htm,EX-99.2,34906,"2021-05-23 20:30:44"
