id,cik,filing,docs_link,filing_desc,effective,file_num,file_num_raw,filing_date,update_ts
215748,0001341167,10-K,/Archives/edgar/data/1341167/000105640406001560/0001056404-06-001560-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]
Acc-no: 0001056404-06-001560 (34 Act)  Size: 34 KB            ",2006-03-30,333-124032-02,"333-124032-02
06724044         ",NULL,"2021-05-23 01:29:29"
210177,0001332209,10-K,/Archives/edgar/data/1332209/000095013706003702/0000950137-06-003702-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]
Acc-no: 0000950137-06-003702 (34 Act)  Size: 37 KB            ",2006-03-24,333-110499-159,"333-110499-159
06708690         ",NULL,"2021-05-23 01:25:13"
333711,0001672712,10-D,/Archives/edgar/data/1672712/000119312518350392/0001193125-18-350392-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001193125-18-350392 (34 Act)  Size: 331 KB            ",2018-12-17,333-206684-02,"333-206684-02
181236979         ",NULL,"2021-05-23 02:14:04"
340278,0001695924,ABS-EE,/Archives/edgar/data/1695924/000105640417003460/0001056404-17-003460-index.htm,"Asset-Backed Electronic Exhibits
Acc-no: 0001056404-17-003460 (34 Act)  Size: 423 KB            ",2017-08-01,333-206677-13,"333-206677-13
17995673         ",NULL,"2021-05-23 02:16:30"
228125,0001356306,424B5,/Archives/edgar/data/1356306/000119312506059989/0001193125-06-059989-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001193125-06-059989 (33 Act)  Size: 2 MB            ",2006-03-21,333-131662-01,"333-131662-01
06701716         ",NULL,"2021-05-23 01:36:32"
328925,0001663133,10-D,/Archives/edgar/data/1663133/000119312517281442/0001193125-17-281442-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001193125-17-281442 (34 Act)  Size: 281 KB            ",2017-09-11,333-206924-01,"333-206924-01
171078346         ",NULL,"2021-05-23 02:13:16"
325079,0001651164,FWP,/Archives/edgar/data/1651164/000153949715001422/0001539497-15-001422-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001539497-15-001422 (34 Act)  Size: 8 MB            ",2015-09-09,333-195164-13,"333-195164-13
151099306         ",NULL,"2021-05-23 02:12:15"
196147,0001311824,10-D,/Archives/edgar/data/1311824/000095012308006897/0000950123-08-006897-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0000950123-08-006897 (34 Act)  Size: 477 KB            ",2008-06-16,333-121895-02,"333-121895-02
08899604         ",NULL,"2021-05-23 01:17:03"
261491,0001402376,10-D,/Archives/edgar/data/1402376/000105640407003175/0001056404-07-003175-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001056404-07-003175 (34 Act)  Size: 107 KB            ",2007-10-04,333-130684-34,"333-130684-34
071156064         ",NULL,"2021-05-23 01:52:54"
236781,0001368320,10-D,/Archives/edgar/data/1368320/000105640406003784/0001056404-06-003784-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001056404-06-003784 (34 Act)  Size: 131 KB            ",2006-11-08,333-131641-02,"333-131641-02
061197794         ",NULL,"2021-05-23 01:41:08"
104611,0001100988,8-K,/Archives/edgar/data/1100988/0001071787-00-000256-index.html,"Current report, items 5 and 7

Acc-no: 0001071787-00-000256 Size: 29 KB            ",2000-01-27,033-63714-87,"033-63714-87
514418         ",NULL,"2021-05-23 00:33:49"
50311,0000928597,8-K,/Archives/edgar/data/928597/0000928597-99-000031-index.html,"Current report, items 5 and 7

Acc-no: 0000928597-99-000031 Size: 112 KB            ",1999-09-15,000-26172,"000-26172
99711832         ",NULL,"2021-05-23 00:07:49"
151691,0001220975,10-K,/Archives/edgar/data/1220975/000107178704000307/0001071787-04-000307-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]
Acc-no: 0001071787-04-000307 Size: 20 KB            ",2004-03-31,333-100663-05,"333-100663-05
04703650         ",NULL,"2021-05-23 00:54:36"
312202,0001609671,10-D,/Archives/edgar/data/1609671/000105640415001373/0001056404-15-001373-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001056404-15-001373 (34 Act)  Size: 1 MB            ",2015-07-01,333-177891-08,"333-177891-08
15964893         ",NULL,"2021-05-23 02:08:39"
189121,0001296241,10-K,/Archives/edgar/data/1296241/000113699905000161/0001136999-05-000161-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]
Acc-no: 0001136999-05-000161 (34 Act)  Size: 119 KB            ",2005-03-30,333-115858-02,"333-115858-02
05712688         ",NULL,"2021-05-23 01:11:21"
104432,0001100179,10-K,/Archives/edgar/data/1100179/000110017914000003/0001100179-14-000003-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]
Acc-no: 0001100179-14-000003 (34 Act)  Size: 3 MB            ",2014-02-28,333-91935,"333-91935
14651283         ",NULL,"2021-05-23 00:33:41"
198735,0001316264,15-15D,/Archives/edgar/data/1316264/000090514806000565/0000905148-06-000565-index.htm,"Suspension of duty to report [Section 13 and 15(d)]
Acc-no: 0000905148-06-000565 (34 Act)  Size: 4 KB            ",2006-01-20,333-109248-50,"333-109248-50
06539894         ",NULL,"2021-05-23 01:18:29"
13882,0000811785,424B5,/Archives/edgar/data/811785/000112528205004969/0001125282-05-004969-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001125282-05-004969 (33 Act)  Size: 423 KB            ",2005-09-27,333-109722,"333-109722
051104988         ",NULL,"2021-05-23 00:03:00"
286207,0001543397,10-D,/Archives/edgar/data/1543397/000154339715000009/0001543397-15-000009-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001543397-15-000009 (34 Act)  Size: 424 KB            ",2015-11-16,333-179209-01,"333-179209-01
151236084         ",NULL,"2021-05-23 02:01:32"
84357,0001044325,8-K,/Archives/edgar/data/1044325/000007085801500112/0000070858-01-500112-index.htm,"Current report, items 5 and 7

Acc-no: 0000070858-01-500112 Size: 42 KB            ",2001-04-30,333-33441-01,"333-33441-01
1623653         ",NULL,"2021-05-23 00:24:38"
164914,0001260125,10-D,/Archives/edgar/data/1260125/000114420415032877/0001144204-15-032877-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001144204-15-032877 (34 Act)  Size: 135 KB            ",2015-05-21,333-108087,"333-108087
15882298         ",NULL,"2021-05-23 01:03:27"
71359,0001013454,FWP,/Archives/edgar/data/1013454/000153949716002529/0001539497-16-002529-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001539497-16-002529 Size: 2 MB            ",2016-02-22,NULL,,NULL,"2021-05-23 00:20:44"
212467,0001337063,8-K,/Archives/edgar/data/1337063/000110465907064214/0001104659-07-064214-index.htm,"Current report, items 8.01 and 9.01

Acc-no: 0001104659-07-064214 (34 Act)  Size: 432 KB            ",2007-08-22,333-127864-02,"333-127864-02
071072758         ",NULL,"2021-05-23 01:26:57"
351721,0001728847,10-D,/Archives/edgar/data/1728847/000095013121000713/0000950131-21-000713-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0000950131-21-000713 (34 Act)  Size: 115 MB            ",2021-02-16,333-215494-04,"333-215494-04
21630147         ",NULL,"2021-05-23 02:19:49"
125379,0001156088,8-K,/Archives/edgar/data/1156088/000105117001500084/0001051170-01-500084-index.htm,"Current report, items 5 and 7

Acc-no: 0001051170-01-500084 Size: 38 KB            ",2001-08-07,333-49820-17,"333-49820-17
1700044         ",NULL,"2021-05-23 00:43:41"
279384,0001520947,10-D,/Archives/edgar/data/1520947/000119312513164244/0001193125-13-164244-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001193125-13-164244 (34 Act)  Size: 239 KB            ",2013-04-22,333-173202-01,"333-173202-01
13772990         ",NULL,"2021-05-23 01:59:39"
62998,0001003509,8-K,/Archives/edgar/data/1003509/000112528201001215/0001125282-01-001215-index.htm,"Current report, items 5 and 7

Acc-no: 0001125282-01-001215 Size: 257 KB            ",2001-03-30,000-20787-07,"000-20787-07
1584756         ",NULL,"2021-05-23 00:18:19"
216807,0001343491,8-K,/Archives/edgar/data/1343491/000090514808002355/0000905148-08-002355-index.htm,"Current report, items 8.01 and 9.01

Acc-no: 0000905148-08-002355 (34 Act)  Size: 46 KB            ",2008-04-24,001-32680,"001-32680
08774307         ",NULL,"2021-05-23 01:31:12"
311623,0001607484,10-D,/Archives/edgar/data/1607484/000172330618000002/0001723306-18-000002-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001723306-18-000002 (34 Act)  Size: 1 MB            ",2018-02-01,333-190246-05,"333-190246-05
18566485         ",NULL,"2021-05-23 02:08:29"
184952,0001290098,8-K,/Archives/edgar/data/1290098/000114420412065060/0001144204-12-065060-index.htm,"Current report, items 1.01 and 9.01

Acc-no: 0001144204-12-065060 (34 Act)  Size: 257 KB            ",2012-11-27,333-107495-02,"333-107495-02
121226570         ",NULL,"2021-05-23 01:10:05"
17166,0000826219,8-K,/Archives/edgar/data/826219/000116231805000275/0001162318-05-000275-index.htm,"Current report, items 8.01 and 9.01

Acc-no: 0001162318-05-000275 (34 Act)  Size: 31 KB            ",2005-04-12,033-42443,"033-42443
05745373         ",NULL,"2021-05-23 00:02:37"
139640,0001176322,8-K,/Archives/edgar/data/1176322/000088237702000518/0000882377-02-000518-index.htm,"Current report, items 2 and 7

Acc-no: 0000882377-02-000518 Size: 756 KB            ",2002-07-11,333-83600-01,"333-83600-01
02701221         ",NULL,"2021-05-23 00:48:54"
324272,0001648439,10-D,/Archives/edgar/data/1648439/000162829720000528/0001628297-20-000528-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001628297-20-000528 (34 Act)  Size: 609 KB            ",2020-06-30,333-189017-10,"333-189017-10
201001076         ",NULL,"2021-05-23 02:11:44"
350129,0001723370,ABS-EE,/Archives/edgar/data/1723370/000095013120004226/0000950131-20-004226-index.htm,"Asset-Backed Electronic Exhibits
Acc-no: 0000950131-20-004226 (34 Act)  Size: 158 MB            ",2020-10-22,333-208544-06,"333-208544-06
201252186         ",NULL,"2021-05-23 02:19:15"
262222,0001403421,10-D,/Archives/edgar/data/1403421/000105640407003260/0001056404-07-003260-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001056404-07-003260 (34 Act)  Size: 175 KB            ",2007-10-05,333-130642-06,"333-130642-06
071158717         ",NULL,"2021-05-23 01:53:18"
101229,0001094744,8-K,/Archives/edgar/data/1094744/000104596901500518/0001045969-01-500518-index.htm,"Current report, item 7

Acc-no: 0001045969-01-500518 Size: 80 KB            ",2001-06-12,333-85119-01,"333-85119-01
1659319         ",NULL,"2021-05-23 00:33:12"
120503,0001137305,8-K,/Archives/edgar/data/1137305/000105640401500857/0001056404-01-500857-index.htm,"Current report, item 1

Acc-no: 0001056404-01-500857 Size: 38 KB            ",2001-12-11,333-53986-01,"333-53986-01
1811054         ",NULL,"2021-05-23 00:41:39"
173283,0001276887,10-K,/Archives/edgar/data/1276887/000090514808001998/0000905148-08-001998-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]
Acc-no: 0000905148-08-001998 (34 Act)  Size: 21 KB            ",2008-03-28,001-31971,"001-31971
08719911         ",NULL,"2021-05-23 01:03:58"
21542,0000839947,8-K,/Archives/edgar/data/839947/000083994704000026/0000839947-04-000026-index.htm,"Current report, item 5

Acc-no: 0000839947-04-000026 Size: 37 KB            ",2004-02-17,000-17797,"000-17797
04607007         ",NULL,"2021-05-23 00:04:05"
37833,0000894329,10-D,/Archives/edgar/data/894329/000089432914000039/0000894329-14-000039-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0000894329-14-000039 (34 Act)  Size: 907 KB            ",2014-10-08,000-23108,"000-23108
141146861         ",NULL,"2021-05-23 00:06:00"
4090,0000762153,424B5,/Archives/edgar/data/762153/000095013604002847/0000950136-04-002847-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0000950136-04-002847 Size: 1 MB            ",2004-08-31,333-104283,"333-104283
041008704         ",NULL,"2021-05-23 00:02:02"
351599,0001728339,10-D,/Archives/edgar/data/1728339/000105640420003358/0001056404-20-003358-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001056404-20-003358 (34 Act)  Size: 2 MB            ",2020-03-30,333-206361-13,"333-206361-13
20755767         ",NULL,"2021-05-23 02:19:48"
263480,0001405457,10-D,/Archives/edgar/data/1405457/000105640407003497/0001056404-07-003497-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001056404-07-003497 (34 Act)  Size: 146 KB            ",2007-11-05,333-132123-05,"333-132123-05
071214023         ",NULL,"2021-05-23 01:53:41"
8055,0000802106,8-K,/Archives/edgar/data/802106/000116231803000078/0001162318-03-000078-index.htm,"Current report, item 5

Acc-no: 0001162318-03-000078 Size: 799 KB            ",2003-03-05,333-37616,"333-37616
03592264         ",NULL,"2021-05-23 00:07:24"
347336,0001716263,10-D,/Archives/edgar/data/1716263/000105640418000417/0001056404-18-000417-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001056404-18-000417 (34 Act)  Size: 1 MB            ",2018-02-01,333-207340-04,"333-207340-04
18565923         ",NULL,"2021-05-23 02:18:33"
300519,0001575686,10-D,/Archives/edgar/data/1575686/000102024218000249/0001020242-18-000249-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001020242-18-000249 (34 Act)  Size: 1 MB            ",2018-10-25,333-184376-04,"333-184376-04
181138422         ",NULL,"2021-05-23 02:05:34"
281280,0001529658,10-D,/Archives/edgar/data/1529658/000105640414000964/0001056404-14-000964-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001056404-14-000964 (34 Act)  Size: 83 KB            ",2014-07-31,333-165147-01,"333-165147-01
141005123         ",NULL,"2021-05-23 02:00:25"
321406,0001640513,10-D,/Archives/edgar/data/1640513/000162828018011967/0001628280-18-011967-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001628280-18-011967 (34 Act)  Size: 346 KB            ",2018-09-19,333-202655-01,"333-202655-01
181077753         ",NULL,"2021-05-23 02:10:55"
150798,0001218064,6-K,/Archives/edgar/data/1218064/000090342306000038/0000903423-06-000038-index.htm,"Report of foreign issuer [Rules 13a-16 and 15d-16]
Acc-no: 0000903423-06-000038 (34 Act)  Size: 595 KB            ",2006-01-17,333-103179,"333-103179
06531767         ",NULL,"2021-05-23 00:54:13"
254199,0001391516,8-K,/Archives/edgar/data/1391516/000090514807003912/0000905148-07-003912-index.htm,"Current report, items 8.01 and 9.01

Acc-no: 0000905148-07-003912 (34 Act)  Size: 17 KB            ",2007-05-22,333-132042-61,"333-132042-61
07871805         ",NULL,"2021-05-23 01:49:28"
114369,0001128250,10-D,/Archives/edgar/data/1128250/000112825013000076/0001128250-13-000076-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001128250-13-000076 (34 Act)  Size: 671 KB            ",2013-10-15,333-50316-02,"333-50316-02
131150707         ",NULL,"2021-05-23 00:39:49"
351913,0001729832,ABS-EE,/Archives/edgar/data/1729832/000105640419004098/0001056404-19-004098-index.htm,"Asset-Backed Electronic Exhibits
Acc-no: 0001056404-19-004098 (34 Act)  Size: 681 KB            ",2019-04-30,333-206677-23,"333-206677-23
19780855         ",NULL,"2021-05-23 02:20:08"
50250,0000928597,8-K,/Archives/edgar/data/928597/0000916641-96-000781-index.html,"Current report, items 5 and 7

Acc-no: 0000916641-96-000781 Size: 41 KB            ",1996-09-17,000-26172,"000-26172
96631242         ",NULL,"2021-05-23 00:08:12"
71916,0001013611,FWP,/Archives/edgar/data/1013611/000091412107000665/0000914121-07-000665-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0000914121-07-000665 Size: 60 KB            ",2007-03-13,NULL,,NULL,"2021-05-23 00:22:36"
32831,0000890175,8-K,/Archives/edgar/data/890175/000104596901500781/0001045969-01-500781-index.htm,"Current report, items 5 and 7

Acc-no: 0001045969-01-500781 Size: 882 KB            ",2001-08-06,001-08916,"001-08916
1698613         ",NULL,"2021-05-23 00:03:50"
250479,0001386964,10-D,/Archives/edgar/data/1386964/000102024207000749/0001020242-07-000749-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001020242-07-000749 (34 Act)  Size: 802 KB            ",2007-06-29,333-130961-35,"333-130961-35
07949994         ",NULL,"2021-05-23 01:47:54"
45629,0000912957,8-K,/Archives/edgar/data/912957/0000889812-96-001908-index.html,"Current report, items 5 and 7

Acc-no: 0000889812-96-001908 Size: 167 KB            ",1996-12-11,033-69766,"033-69766
96679229         ",NULL,"2021-05-23 00:06:31"
86243,0001052549,8-K,/Archives/edgar/data/1052549/000119312504186402/0001193125-04-186402-index.htm,"Current report, items 8.01 and 9.01

Acc-no: 0001193125-04-186402 (34 Act)  Size: 1 MB            ",2004-11-04,333-102282,"333-102282
041120134         ",NULL,"2021-05-23 00:26:23"
205905,0001326881,8-K,/Archives/edgar/data/1326881/000095013406000414/0000950134-06-000414-index.htm,"Current report, items 8.01 and 9.01

Acc-no: 0000950134-06-000414 (34 Act)  Size: 397 KB            ",2006-01-12,333-90130-05,"333-90130-05
06525932         ",NULL,"2021-05-23 01:22:34"
363931,0001781522,8-K,/Archives/edgar/data/1781522/000119312519205088/0001193125-19-205088-index.htm,"Current report, items 1.01 and 9.01

Acc-no: 0001193125-19-205088 (34 Act)  Size: 1 MB            ",2019-07-29,333-230960-02,"333-230960-02
19980212         ",NULL,"2021-05-23 02:23:57"
223886,0001351929,10-D,/Archives/edgar/data/1351929/000105640406004314/0001056404-06-004314-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001056404-06-004314 (34 Act)  Size: 330 KB            ",2006-12-12,333-127589-32,"333-127589-32
061271145         ",NULL,"2021-05-23 01:34:39"
277635,0001510873,10-K,/Archives/edgar/data/1510873/000114036120007365/0001140361-20-007365-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]
Acc-no: 0001140361-20-007365 (34 Act)  Size: 359 KB            ",2020-03-30,333-166301-03,"333-166301-03
20756880         ",NULL,"2021-05-23 01:59:09"
146010,0001201139,8-K,/Archives/edgar/data/1201139/000107178704000490/0001071787-04-000490-index.htm,"Current report, item 7

Acc-no: 0001071787-04-000490 Size: 34 KB            ",2004-05-19,333-97547-06,"333-97547-06
04817168         ",NULL,"2021-05-23 00:51:39"
200412,0001319119,15-15D,/Archives/edgar/data/1319119/000105640406000939/0001056404-06-000939-index.htm,"Suspension of duty to report [Section 13 and 15(d)]
Acc-no: 0001056404-06-000939 (34 Act)  Size: 4 KB            ",2006-01-27,333-121605-03,"333-121605-03
06557961         ",NULL,"2021-05-23 01:19:11"
56913,0000949114,424B2,/Archives/edgar/data/949114/0000950109-97-006663-index.html,"Prospectus [Rule 424(b)(2)]
Acc-no: 0000950109-97-006663 Size: 578 KB            ",1997-11-07,333-24949,"333-24949
97709830         ",NULL,"2021-05-23 00:17:16"
36476,0000893958,10-D,/Archives/edgar/data/893958/000165478518000014/0001654785-18-000014-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001654785-18-000014 (34 Act)  Size: 453 KB            ",2018-05-24,033-49169,"033-49169
18856942         ",NULL,"2021-05-23 00:04:55"
306866,0001592143,FWP,/Archives/edgar/data/1592143/000119312514264287/0001193125-14-264287-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001193125-14-264287 (34 Act)  Size: 8 KB            ",2014-07-09,333-192577-01,"333-192577-01
14967721         ",NULL,"2021-05-23 02:07:37"
174208,0001278892,8-K/A,/Archives/edgar/data/1278892/000113699911000205/0001136999-11-000205-index.htm,"[Amend]
 Current report, items 8.01 and 9.01

Acc-no: 0001136999-11-000205 (34 Act)  Size: 1 MB            ",2011-09-01,001-31986,"001-31986
111069281         ",NULL,"2021-05-23 01:04:30"
242368,0001376666,10-D,/Archives/edgar/data/1376666/000119312506242106/0001193125-06-242106-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001193125-06-242106 (34 Act)  Size: 232 KB            ",2006-11-27,333-134782-01,"333-134782-01
061239955         ",NULL,"2021-05-23 01:44:15"
223944,0001351948,FWP,/Archives/edgar/data/1351948/000135194806000004/0001351948-06-000004-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001351948-06-000004 (34 Act)  Size: 25 KB            ",2006-02-03,333-126745-09,"333-126745-09
06576279         ",NULL,"2021-05-23 01:34:39"
99287,0001089752,424B5,/Archives/edgar/data/1089752/0000905148-99-001313-index.html,"Prospectus [Rule 424(b)(5)]
Acc-no: 0000905148-99-001313 Size: 1 MB            ",1999-06-29,333-56213-01,"333-56213-01
99655538         ",NULL,"2021-05-23 00:31:59"
357057,0001751012,8-K,/Archives/edgar/data/1751012/000119312518297605/0001193125-18-297605-index.htm,"Current report, items 1.01, 8.01, and 9.01

Acc-no: 0001193125-18-297605 (34 Act)  Size: 17 MB            ",2018-10-11,333-220233-04,"333-220233-04
181118352         ",NULL,"2021-05-23 02:21:59"
220997,0001347883,8-K,/Archives/edgar/data/1347883/000114420406008238/0001144204-06-008238-index.htm,"Current report, items 8.01 and 9.01

Acc-no: 0001144204-06-008238 (34 Act)  Size: 29 KB            ",2006-03-01,333-110968-10,"333-110968-10
06655955         ",NULL,"2021-05-23 01:33:01"
232761,0001362554,8-K,/Archives/edgar/data/1362554/000088237706002983/0000882377-06-002983-index.htm,"Current report, item 9.01

Acc-no: 0000882377-06-002983 (34 Act)  Size: 3 MB            ",2006-08-31,333-131374-07,"333-131374-07
061067917         ",NULL,"2021-05-23 01:38:56"
59278,0000950175,8-K,/Archives/edgar/data/950175/0000950144-00-002763-index.html,"Current report, items 5 and 7

Acc-no: 0000950144-00-002763 Size: 37 KB            ",2000-02-28,333-75405-03,"333-75405-03
555762         ",NULL,"2021-05-23 00:08:58"
124237,0001143885,8-K,/Archives/edgar/data/1143885/000105640401500640/0001056404-01-500640-index.htm,"Current report, item 1

Acc-no: 0001056404-01-500640 Size: 96 KB            ",2001-10-09,333-48720-17,"333-48720-17
1754486         ",NULL,"2021-05-23 00:43:06"
237252,0001369137,10-D,/Archives/edgar/data/1369137/000136913707000009/0001369137-07-000009-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001369137-07-000009 (34 Act)  Size: 365 KB            ",2007-04-26,333-131714-02,"333-131714-02
07792428         ",NULL,"2021-05-23 01:41:24"
189673,0001297210,8-K,/Archives/edgar/data/1297210/000090514811001232/0000905148-11-001232-index.htm,"Current report, items 8.01 and 9.01

Acc-no: 0000905148-11-001232 (34 Act)  Size: 46 KB            ",2011-06-27,001-32251,"001-32251
11932866         ",NULL,"2021-05-23 01:11:38"
295629,0001562918,10-D,/Archives/edgar/data/1562918/000119312513399435/0001193125-13-399435-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001193125-13-399435 (34 Act)  Size: 356 KB            ",2013-10-15,333-185503,"333-185503
131151065         ",NULL,"2021-05-23 02:04:23"
18284,0000830379,8-K,/Archives/edgar/data/830379/000088981200003718/0000889812-00-003718-index.htm,"Current report, items 5 and 7

Acc-no: 0000889812-00-003718 Size: 92 KB            ",2000-09-01,033-20484,"033-20484
715319         ",NULL,"2021-05-23 00:03:08"
114089,0001128250,S-3,/Archives/edgar/data/1128250/000106823807000471/0001068238-07-000471-index.htm,"Registration statement under Securities Act of 1933
Acc-no: 0001068238-07-000471 (33 Act)  Size: 1 MB            ",2007-04-06,333-141948-02,"333-141948-02
07754713         ",NULL,"2021-05-23 00:40:42"
288964,0001550369,10-D,/Archives/edgar/data/1550369/000121465918007186/0001214659-18-007186-index.htm,"Asset-Backed Issuer Distribution Report [Section 13 or 15(d) of the Securities Exchange Act of 1934]
Acc-no: 0001214659-18-007186 (34 Act)  Size: 1 MB            ",2018-11-15,333-181552-01,"333-181552-01
181187356         ",NULL,"2021-05-23 02:02:05"
117291,0001132154,8-K,/Archives/edgar/data/1132154/000113215404000014/0001132154-04-000014-index.htm,"Current report, item 9.01

Acc-no: 0001132154-04-000014 (34 Act)  Size: 51 KB            ",2004-12-20,333-53662,"333-53662
041212811         ",NULL,"2021-05-23 00:39:56"
119571,0001136939,424B5,/Archives/edgar/data/1136939/000095012301002353/0000950123-01-002353-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0000950123-01-002353 Size: 3 KB            ",2001-03-16,333-51332-07,"333-51332-07
1570360         ",NULL,"2021-05-23 00:40:58"
129467,0001163321,8-K,/Archives/edgar/data/1163321/000119312504120729/0001193125-04-120729-index.htm,"Current report, items 5 and 7

Acc-no: 0001193125-04-120729 Size: 87 KB            ",2004-07-20,333-75276,"333-75276
04921281         ",NULL,"2021-05-23 00:47:34"
237707,0001369690,15-15D,/Archives/edgar/data/1369690/000105117007000040/0001051170-07-000040-index.htm,"Suspension of duty to report [Section 13 and 15(d)]
Acc-no: 0001051170-07-000040 (34 Act)  Size: 4 KB            ",2007-01-18,333-132001-01,"333-132001-01
07536982         ",NULL,"2021-05-23 01:41:38"
251641,0001388983,424B5,/Archives/edgar/data/1388983/000114420407008507/0001144204-07-008507-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001144204-07-008507 (33 Act)  Size: 6 MB            ",2007-02-15,333-131727-23,"333-131727-23
07627866         ",NULL,"2021-05-23 01:48:23"
7278,0000802106,424B5,/Archives/edgar/data/802106/000090514801501696/0000905148-01-501696-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0000905148-01-501696 Size: 4 KB            ",2001-12-05,333-61840,"333-61840
1806691         ",NULL,"2021-05-23 00:16:18"
268605,0001432092,FWP,/Archives/edgar/data/1432092/000116231808000049/0001162318-08-000049-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001162318-08-000049 (34 Act)  Size: 1 MB            ",2008-04-11,333-141008-13,"333-141008-13
08751162         ",NULL,"2021-05-23 01:56:50"
267351,0001420208,8-K,/Archives/edgar/data/1420208/000090514807007228/0000905148-07-007228-index.htm,"Current report, item 9.01

Acc-no: 0000905148-07-007228 (34 Act)  Size: 91 KB            ",2007-12-27,333-140726-24,"333-140726-24
071329672         ",NULL,"2021-05-23 01:55:57"
